len_payload,num_special_chars,has_http,num_script_tags,num_iframe_tags,num_img_tags,num_svg_tags,num_body_tags,has_javascript_protocol,has_alert,has_onerror,has_onload,has_onmouseover,has_onclick,has_eval,Label
44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
93,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
51,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
66,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
95,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
113,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
240,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
114,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
56,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
60,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
34,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
61,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
48,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
405,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
101,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0
176,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
38,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
38,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
36,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
55,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
59,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
166,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
56,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
35,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
72,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
115,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
95,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
95,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
110,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
170,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
489,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
53,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
1161,114,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
61,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
46,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0
77,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
55,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
76,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
129,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
53,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
58,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
63,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
52,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
56,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
40,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
57,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
177,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
53,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
47,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
54,8,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0
93,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
109,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
613,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
41,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
41,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
94,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
60,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
115,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
59,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
185,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
127,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
58,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
31,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
56,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
32,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
235,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
109,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
95,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
172,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
66,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
36,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
62,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
77,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
161,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
854,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
229,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1140,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
53,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
50,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
80,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
48,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
36,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
106,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
44,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
60,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
48,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
113,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
66,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
223,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
47,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
40,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
62,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
43,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
360,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
93,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
42,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
275,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
44,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
60,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
53,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
58,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
47,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
41,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
34,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
